State,Medicaid_Expanded,Total_Enrollment,All_Determinants_Rank,All_Determinants_Value,Cancer_Deaths_Rank,Cancer_Deaths_Value,Cardiovascular_Deaths_Rank,Cardiovascular_Deaths_Value,Cholesterol_Check_Rank,Cholesterol_Check_Value,Dedicated_Health_Provider_Rank,Dedicated_Health_Provider_Value,Diabetes_Rank,Diabetes_Value,Disparity_in_Health_Status_Rank,Disparity_in_Health_Status_Value,Drug_Deaths_Rank,Drug_Deaths_Value,High_Blood_Pressure_Rank,High_Blood_Pressure_Value,High_Cholesterol_Rank,High_Cholesterol_Value,Immunizations_Children_Rank,Immunizations_Children_Value,Infant_Mortality_Rank,Infant_Mortality_Value,Injury_Deaths_Rank,Injury_Deaths_Value,Obesity_Rank,Obesity_Value,Premature_Death_Rank,Premature_Death_Value,Primary_Care_Physicians_Rank,Primary_Care_Physicians_Value,Underemployment_Rate_Rank,Underemployment_Rate_Value,Unemployment_Rate_Rank,Unemployment_Rate_Value,Year,Uninsured_Rank,Uninsured_Value
California,Y,12405352.0,16.0,0.27699999999999997,5.0,169.9,19.0,229.9,27.0,76.9,37.0,76.6,26.0,10.0,50.0,38.0,12.0,11.4,6.0,28.5,8.0,34.2,17.0,75.0,3.0,4.5,4.0,47.3,4.0,24.2,3.0,5528.0,30.0,131.5,48.0,12.7,44.0,6.2,2016,29.0,10.5
Colorado,Y,1387165.0,10.0,0.373,3.0,161.8,2.0,199.3,24.0,77.7,38.0,76.2,1.0,6.8,48.0,33.9,33.0,15.9,2.0,25.7,1.0,31.5,14.0,75.4,9.0,4.9,37.0,75.5,1.0,20.2,10.0,6095.0,25.0,136.3,6.0,7.9,10.0,3.9,2016,23.0,9.2
Connecticut,Y,761310.0,3.0,0.618,8.0,173.2,10.0,217.2,4.0,83.3,7.0,85.2,19.0,9.3,42.0,31.3,28.0,15.1,20.0,30.4,34.0,37.4,1.0,80.6,7.0,4.8,7.0,53.8,9.0,25.3,2.0,5451.0,4.0,197.8,32.0,10.9,32.0,5.6,2016,6.0,6.5
Delaware,Y,241664.0,28.0,-0.003,34.0,198.5,28.0,247.5,9.0,81.2,10.0,84.9,39.0,11.5,45.0,32.4,39.0,18.1,39.0,34.5,44.0,39.1,3.0,79.3,34.0,6.5,22.0,65.2,23.0,29.7,31.0,7372.0,17.0,151.4,21.0,9.6,23.0,5.0,2016,9.0,6.9
Hawaii,Y,345975.0,4.0,0.616,2.0,158.4,4.0,206.6,44.0,73.2,11.0,84.8,12.0,8.5,1.0,14.8,10.0,11.2,28.0,32.0,25.0,36.3,20.0,73.8,16.0,5.5,5.0,49.3,2.0,22.7,7.0,5898.0,10.0,172.6,22.0,9.7,8.0,3.7,2016,3.0,4.7
Illinois,Y,3065331.0,24.0,0.063,35.0,199.6,32.0,253.8,22.0,78.2,15.0,82.6,24.0,9.9,33.0,29.1,16.0,12.6,23.0,30.8,19.0,36.0,33.0,70.8,30.0,6.3,6.0,53.1,33.0,30.8,21.0,6743.0,11.0,169.5,32.0,10.9,38.0,5.9,2016,20.0,8.4
Indiana,Y,1508219.0,37.0,-0.228,42.0,210.5,38.0,277.1,43.0,73.5,18.0,81.3,37.0,11.4,7.0,22.4,35.0,16.7,29.0,32.4,44.0,39.1,18.0,74.7,42.0,7.1,27.0,67.1,36.0,31.3,39.0,8208.0,38.0,121.3,16.0,9.0,20.0,4.8,2016,31.0,10.8
Iowa,Y,622071.0,19.0,0.22899999999999998,30.0,194.4,27.0,245.9,33.0,75.7,19.0,81.1,14.0,8.8,41.0,30.8,4.0,8.9,22.0,30.6,20.0,36.1,5.0,77.9,3.0,4.5,13.0,59.8,39.0,32.1,15.0,6328.0,23.0,139.1,4.0,7.0,5.0,3.6,2016,5.0,5.6
Kentucky,Y,1230475.0,44.0,-0.36,50.0,232.2,43.0,297.8,31.0,76.5,14.0,82.8,47.0,13.4,5.0,21.9,48.0,24.1,45.0,39.0,48.0,40.7,24.0,73.0,36.0,6.7,44.0,83.5,46.0,34.6,44.0,9626.0,40.0,117.7,27.0,10.3,29.0,5.4,2016,10.0,7.3
Louisiana,Y,1415385.0,49.0,-0.7070000000000001,47.0,218.7,46.0,312.5,24.0,77.7,34.0,77.4,45.0,12.7,12.0,24.8,30.0,15.6,46.0,39.3,46.0,39.2,33.0,70.8,48.0,8.1,41.0,79.1,50.0,36.2,47.0,9958.0,34.0,125.7,35.0,11.1,44.0,6.2,2016,43.0,13.4
Maryland,Y,1281890.0,13.0,0.315,23.0,189.2,31.0,252.5,1.0,83.7,7.0,85.2,28.0,10.3,26.0,27.7,29.0,15.3,31.0,32.5,18.0,35.9,8.0,76.8,34.0,6.5,9.0,56.9,20.0,28.9,23.0,6836.0,8.0,179.2,18.0,9.3,25.0,5.2,2016,10.0,7.3
Massachusetts,Y,1655529.0,1.0,0.648,18.0,184.8,3.0,205.6,1.0,83.7,1.0,88.9,16.0,8.9,46.0,33.1,31.0,15.7,12.0,29.6,10.0,34.5,4.0,78.5,1.0,4.3,2.0,45.9,5.0,24.3,5.0,5755.0,2.0,227.5,22.0,9.7,21.0,4.9,2016,1.0,3.1
Michigan,Y,2330154.0,32.0,-0.136,37.0,201.0,42.0,288.7,17.0,79.2,7.0,85.2,31.0,10.7,18.0,26.3,31.0,15.7,33.0,33.1,39.0,38.2,44.0,67.6,38.0,6.8,18.0,63.7,35.0,31.2,33.0,7689.0,6.0,187.5,39.0,11.4,29.0,5.4,2016,10.0,7.3
Minnesota,Y,1049566.0,6.0,0.456,11.0,179.2,1.0,188.2,21.0,78.3,36.0,76.8,3.0,7.6,14.0,25.7,5.0,9.3,3.0,26.3,3.0,32.3,23.0,73.2,10.0,5.0,12.0,58.1,12.0,26.1,1.0,5369.0,14.0,159.3,9.0,8.2,9.0,3.8,2016,4.0,5.2
Montana,Y,245360.0,23.0,0.09,13.0,179.8,17.0,227.3,38.0,74.6,40.0,74.0,5.0,7.9,25.0,27.5,17.0,12.8,7.0,29.1,4.0,33.1,42.0,68.1,21.0,5.6,46.0,87.0,3.0,23.6,29.0,7213.0,44.0,110.8,16.0,9.0,11.0,4.1,2016,42.0,12.9
Nevada,Y,623574.0,40.0,-0.295,22.0,189.1,39.0,277.8,37.0,74.7,48.0,66.8,21.0,9.7,16.0,25.8,43.0,20.9,5.0,28.3,28.0,36.7,30.0,71.3,16.0,5.5,30.0,70.0,15.0,26.7,32.0,7533.0,46.0,104.3,50.0,13.9,49.0,6.9,2016,45.0,13.8
New Hampshire,Y,191363.0,5.0,0.556,21.0,188.0,8.0,213.9,5.0,82.9,2.0,88.5,6.0,8.1,23.0,27.4,38.0,17.9,8.0,29.2,17.0,35.7,19.0,74.1,10.0,5.0,21.0,64.4,13.0,26.3,12.0,6277.0,15.0,157.4,7.0,8.0,3.0,3.4,2016,16.0,7.8
New Jersey,Y,1795251.0,7.0,0.44299999999999995,17.0,183.0,26.0,245.4,3.0,83.4,16.0,82.0,17.0,9.0,36.0,29.4,26.0,14.0,25.0,30.9,15.0,35.4,9.0,76.5,2.0,4.4,3.0,46.5,10.0,25.6,6.0,5820.0,12.0,165.2,28.0,10.4,36.0,5.8,2016,26.0,9.8
New Mexico,Y,775020.0,41.0,-0.33399999999999996,4.0,168.3,11.0,217.5,47.0,72.1,46.0,70.7,39.0,11.5,40.0,30.5,49.0,24.7,18.0,30.0,9.0,34.3,37.0,70.1,15.0,5.4,49.0,98.1,19.0,28.8,42.0,8887.0,29.0,133.4,47.0,12.6,48.0,6.8,2016,41.0,12.7
New York,Y,6420227.0,12.0,0.341,12.0,179.6,33.0,256.2,13.0,80.0,13.0,83.0,23.0,9.8,14.0,25.7,9.0,11.1,9.0,29.3,27.0,36.6,27.0,71.9,7.0,4.8,1.0,42.3,7.0,25.0,4.0,5658.0,3.0,206.2,29.0,10.6,28.0,5.3,2016,17.0,7.9
North Dakota,Y,94681.0,13.0,0.315,9.0,176.2,21.0,231.4,48.0,71.8,42.0,73.6,13.0,8.7,34.0,29.2,1.0,4.0,20.0,30.4,11.0,35.0,2.0,80.2,21.0,5.6,19.0,63.9,34.0,31.0,19.0,6637.0,25.0,136.3,1.0,5.3,1.0,2.7,2016,17.0,7.9
Ohio,Y,2910351.0,39.0,-0.251,40.0,208.6,40.0,278.7,23.0,77.9,16.0,82.0,34.0,11.0,26.0,27.7,45.0,21.1,38.0,34.3,28.0,36.7,40.0,68.3,42.0,7.1,28.0,67.9,24.0,29.8,38.0,8063.0,13.0,162.0,26.0,10.1,21.0,4.9,2016,14.0,7.5
Oregon,Y,986111.0,17.0,0.239,26.0,190.9,5.0,212.4,30.0,76.6,27.0,78.5,31.0,10.7,38.0,30.3,15.0,12.3,19.0,30.1,30.0,36.8,45.0,67.4,10.0,5.0,24.0,66.0,28.0,30.1,17.0,6523.0,22.0,139.6,43.0,11.7,34.0,5.7,2016,20.0,8.4
Pennsylvania,Y,2918260.0,25.0,0.035,36.0,199.8,35.0,259.3,19.0,79.1,6.0,86.8,30.0,10.4,37.0,29.8,42.0,19.8,31.0,32.5,23.0,36.2,25.0,72.8,30.0,6.3,26.0,67.0,26.0,30.0,28.0,7189.0,5.0,192.9,30.0,10.7,25.0,5.2,2016,14.0,7.5
Rhode Island,Y,298148.0,8.0,0.43799999999999994,32.0,195.2,20.0,230.4,8.0,81.4,4.0,88.0,17.0,9.0,47.0,33.7,46.0,21.4,29.0,32.4,14.0,35.2,6.0,77.2,16.0,5.5,16.0,63.1,11.0,26.0,11.0,6129.0,1.0,247.7,39.0,11.4,38.0,5.9,2016,8.0,6.6
Vermont,Y,169092.0,2.0,0.627,25.0,190.5,15.0,226.9,16.0,79.6,5.0,87.9,8.0,8.2,49.0,35.6,18.0,13.1,10.0,29.4,7.0,34.0,11.0,75.6,3.0,4.5,31.0,70.9,8.0,25.1,9.0,5980.0,9.0,173.0,9.0,8.2,5.0,3.6,2016,2.0,4.4
Washington,Y,1818225.0,9.0,0.4270000000000001,14.0,182.0,6.0,213.3,39.0,74.5,35.0,77.1,9.0,8.4,19.0,26.7,25.0,13.8,14.0,29.7,23.0,36.2,7.0,77.1,3.0,4.5,15.0,61.4,14.0,26.4,8.0,5973.0,20.0,141.4,34.0,11.0,32.0,5.6,2016,17.0,7.9
West Virginia,Y,567064.0,38.0,-0.243,48.0,223.9,44.0,297.9,6.0,82.3,24.0,79.0,49.0,14.5,11.0,24.6,50.0,32.2,50.0,42.7,43.0,39.0,49.0,64.9,45.0,7.3,50.0,98.8,47.0,35.6,49.0,10245.0,18.0,151.2,46.0,12.4,49.0,6.9,2016,10.0,7.3
Alabama,N,892753.0,46.0,-0.4270000000000001,43.0,211.1,49.0,332.9,14.0,79.9,23.0,79.1,48.0,13.5,20.0,26.9,18.0,13.1,48.0,40.4,50.0,42.0,35.0,70.6,49.0,8.6,35.0,73.7,47.0,35.6,48.0,10097.0,42.0,116.4,37.0,11.2,43.0,6.1,2016,33.0,11.1
Florida,N,4337514.0,36.0,-0.22699999999999998,15.0,182.1,13.0,224.8,15.0,79.7,31.0,77.9,35.0,11.3,44.0,31.6,21.0,13.2,35.0,33.5,37.0,38.0,46.0,66.6,27.0,6.1,17.0,63.5,16.0,26.8,25.0,7179.0,33.0,128.0,42.0,11.5,29.0,5.4,2016,48.0,15.0
Georgia,N,1755450.0,43.0,-0.355,30.0,194.4,36.0,272.9,17.0,79.2,45.0,71.6,35.0,11.3,29.0,28.5,10.0,11.2,41.0,36.2,25.0,36.3,11.0,75.6,44.0,7.2,14.0,60.9,31.0,30.7,37.0,7980.0,41.0,117.2,35.0,11.1,36.0,5.8,2016,47.0,14.9
Idaho,N,299841.0,18.0,0.231,10.0,177.8,18.0,229.2,46.0,72.3,43.0,73.0,6.0,8.1,23.0,27.4,18.0,13.1,26.0,31.2,36.0,37.6,29.0,71.6,16.0,5.5,34.0,73.3,18.0,28.6,20.0,6652.0,50.0,93.7,15.0,8.6,13.0,4.3,2016,39.0,12.3
Kansas,N,408885.0,29.0,-0.057999999999999996,28.0,192.6,29.0,249.6,41.0,74.1,22.0,79.9,21.0,9.7,22.0,27.3,13.0,11.7,27.0,31.6,34.0,37.4,16.0,75.2,33.0,6.4,29.0,68.0,44.0,34.2,26.0,7180.0,31.0,129.0,9.0,8.2,13.0,4.3,2016,25.0,9.7
Maine,N,269428.0,20.0,0.22399999999999998,39.0,203.1,12.0,220.8,9.0,81.2,3.0,88.4,24.0,9.9,34.0,29.2,24.0,13.6,36.0,34.1,40.0,38.5,28.0,71.8,39.0,6.9,20.0,64.3,26.0,30.0,22.0,6812.0,7.0,183.7,24.0,9.8,16.0,4.4,2016,24.0,9.3
Mississippi,N,684094.0,50.0,-0.745,49.0,227.5,50.0,344.8,32.0,76.0,30.0,78.1,50.0,14.7,9.0,22.6,8.0,11.0,49.0,42.4,41.0,38.7,35.0,70.6,50.0,8.9,43.0,83.0,47.0,35.6,50.0,10804.0,48.0,102.3,43.0,11.7,46.0,6.5,2016,44.0,13.6
Missouri,N,976256.0,34.0,-0.20199999999999999,41.0,209.3,41.0,283.6,34.0,75.6,32.0,77.7,39.0,11.5,6.0,22.0,36.0,17.0,36.0,34.1,32.0,37.1,32.0,71.0,30.0,6.3,36.0,74.2,40.0,32.4,40.0,8239.0,16.0,155.9,18.0,9.3,23.0,5.0,2016,31.0,10.8
Nebraska,N,243657.0,15.0,0.28600000000000003,20.0,186.9,16.0,227.0,35.0,75.1,21.0,80.3,14.0,8.8,32.0,29.0,3.0,7.1,15.0,29.9,13.0,35.1,20.0,73.8,14.0,5.2,10.0,57.1,37.0,31.4,18.0,6529.0,19.0,148.0,3.0,6.7,2.0,3.0,2016,22.0,9.0
North Carolina,N,2083547.0,31.0,-0.096,33.0,196.2,30.0,251.9,7.0,81.7,28.0,78.3,31.0,10.7,31.0,28.6,22.0,13.3,40.0,35.2,31.0,37.0,10.0,76.4,41.0,7.0,22.0,65.2,28.0,30.1,34.0,7746.0,32.0,128.3,38.0,11.3,38.0,5.9,2016,37.0,12.2
Oklahoma,N,804355.0,47.0,-0.428,44.0,215.2,48.0,325.9,40.0,74.3,39.0,74.8,42.0,11.7,2.0,19.9,43.0,20.9,41.0,36.2,37.0,38.0,14.0,75.4,46.0,7.5,48.0,92.5,43.0,33.9,46.0,9895.0,36.0,123.7,7.0,8.0,13.0,4.3,2016,46.0,14.7
South Carolina,N,996551.0,42.0,-0.345,38.0,202.7,37.0,274.1,20.0,79.0,29.0,78.2,43.0,11.8,21.0,27.2,23.0,13.4,43.0,37.8,42.0,38.9,41.0,68.2,36.0,6.7,33.0,73.1,38.0,31.7,41.0,8796.0,35.0,124.3,39.0,11.4,38.0,5.9,2016,39.0,12.3
South Dakota,N,119956.0,26.0,0.012,19.0,185.5,22.0,233.8,42.0,74.0,24.0,79.0,19.0,9.3,8.0,22.5,2.0,6.6,15.0,29.9,5.0,33.3,11.0,75.6,29.0,6.2,32.0,71.0,30.0,30.4,30.0,7245.0,39.0,120.2,2.0,6.3,4.0,3.5,2016,27.0,10.0
Tennessee,N,1636770.0,45.0,-0.365,45.0,215.6,45.0,302.7,12.0,80.2,33.0,77.6,45.0,12.7,3.0,20.5,40.0,18.3,44.0,38.5,47.0,40.0,37.0,70.1,39.0,6.9,42.0,79.8,42.0,33.8,43.0,9369.0,27.0,135.1,30.0,10.7,34.0,5.7,2016,34.0,11.2
Texas,N,4799893.0,35.0,-0.22399999999999998,16.0,182.2,34.0,256.9,45.0,72.6,49.0,66.7,37.0,11.4,28.0,28.4,6.0,9.6,11.0,29.5,20.0,36.1,31.0,71.2,24.0,5.8,11.0,57.6,40.0,32.4,27.0,7183.0,45.0,110.3,14.0,8.4,16.0,4.4,2016,50.0,18.1
Utah,N,311117.0,11.0,0.37,1.0,149.3,14.0,225.0,50.0,68.3,41.0,73.9,2.0,7.0,38.0,30.3,47.0,22.8,1.0,23.6,2.0,32.2,42.0,68.1,10.0,5.0,39.0,76.9,6.0,24.5,13.0,6279.0,49.0,96.7,5.0,7.5,5.0,3.6,2016,35.0,11.5
Virginia,N,993220.0,21.0,0.209,23.0,189.2,25.0,239.0,11.0,81.1,26.0,78.7,28.0,10.3,29.0,28.5,7.0,10.1,34.0,33.2,16.0,35.6,50.0,64.4,25.0,6.0,8.0,55.5,22.0,29.2,16.0,6508.0,24.0,138.1,24.0,9.8,18.0,4.5,2016,27.0,10.0
Wisconsin,N,1037863.0,22.0,0.114,27.0,191.6,24.0,236.8,26.0,77.5,20.0,80.5,9.0,8.4,16.0,25.8,26.0,14.0,12.0,29.6,20.0,36.1,39.0,68.8,25.0,6.0,25.0,66.9,31.0,30.7,14.0,6324.0,21.0,140.3,13.0,8.3,19.0,4.6,2016,6.0,6.5
Wyoming,N,61925.0,27.0,0.008,7.0,172.0,23.0,234.4,36.0,74.9,47.0,69.4,9.0,8.4,4.0,20.9,37.0,17.7,15.0,29.9,11.0,35.0,22.0,73.3,16.0,5.5,47.0,87.7,21.0,29.0,36.0,7916.0,47.0,103.7,9.0,8.2,11.0,4.1,2016,36.0,11.8
Alaska,Y,137868.0,30.0,-0.114,32.0,194.1,8.0,214.9,48.0,70.1,49.0,66.0,3.0,7.4,12.0,25.3,34.0,15.3,12.0,29.8,27.0,38.6,39.0,67.3,17.0,5.4,0.0,85.8,26.0,29.7,36.0,7758.0,31.0,114.2,25.0,11.5,40.0,6.8,2015,47.0,17.8
Arizona,Y,1681587.0,32.0,-0.141,5.0,169.6,10.0,216.6,45.0,72.6,40.0,72.1,25.0,10.0,38.0,31.9,41.0,18.1,18.0,30.7,35.0,39.7,43.0,66.1,19.0,5.6,0.0,76.4,21.0,28.9,28.0,7164.0,42.0,99.7,48.0,14.7,42.0,6.9,2015,41.0,15.4
Arkansas,Y,839277.0,48.0,-0.584,46.0,216.9,47.0,313.4,46.0,72.3,23.0,77.8,46.0,12.7,14.0,25.4,17.0,12.1,44.0,38.7,46.0,42.4,44.0,66.0,44.0,7.3,0.0,77.0,50.0,35.9,45.0,9586.0,39.0,105.3,14.0,10.2,26.0,6.1,2015,35.0,13.9
California,Y,12166109.0,16.0,0.284,6.0,170.1,23.0,233.6,29.0,75.2,37.0,74.5,29.0,10.3,50.0,38.1,12.0,11.3,5.0,28.7,20.0,37.7,6.0,77.9,4.0,4.6,0.0,46.9,4.0,24.7,4.0,5609.0,22.0,123.3,49.0,15.2,47.0,7.5,2015,38.0,14.8
Colorado,Y,1324115.0,13.0,0.324,3.0,162.2,2.0,196.2,25.0,76.4,29.0,76.2,2.0,7.3,46.0,35.2,35.0,15.8,2.0,26.3,3.0,34.8,21.0,72.8,6.0,4.8,0.0,74.3,1.0,21.3,10.0,5982.0,23.0,123.2,11.0,9.4,15.0,5.0,2015,27.0,12.2
Connecticut,Y,746047.0,4.0,0.529,7.0,174.6,11.0,217.5,2.0,83.1,9.0,84.2,15.0,9.2,47.0,35.9,23.0,13.1,23.0,31.3,22.0,37.8,20.0,73.0,8.0,4.9,0.0,51.5,8.0,26.3,3.0,5573.0,6.0,169.0,37.0,12.6,37.0,6.6,2015,6.0,8.2
Delaware,Y,241704.0,31.0,-0.121,36.0,199.1,28.0,245.6,9.0,81.0,5.0,85.9,35.0,11.1,35.0,31.3,39.0,17.2,41.0,35.6,39.0,40.6,13.0,74.5,37.0,7.0,0.0,61.7,33.0,30.7,32.0,7509.0,30.0,114.3,22.0,11.2,19.0,5.7,2015,8.0,8.5
Hawaii,Y,339044.0,3.0,0.5820000000000001,2.0,155.4,3.0,203.0,27.0,75.8,8.0,84.7,24.0,9.8,2.0,18.3,13.0,11.8,4.0,28.5,4.0,34.9,16.0,73.7,20.0,5.7,0.0,51.0,2.0,22.1,11.0,6047.0,9.0,140.9,14.0,10.2,9.0,4.4,2015,2.0,6.0
Illinois,Y,3134109.0,27.0,0.003,34.0,198.6,32.0,253.1,35.0,74.0,15.0,80.9,27.0,10.1,32.0,30.8,14.0,11.9,13.0,30.1,11.0,36.6,35.0,68.3,25.0,6.2,0.0,51.6,23.0,29.3,19.0,6555.0,10.0,138.8,39.0,12.7,44.0,7.1,2015,20.0,11.2
Indiana,Y,1437538.0,41.0,-0.309,42.0,208.8,39.0,275.1,31.0,74.5,18.0,80.3,32.0,10.7,20.0,27.0,35.0,15.8,33.0,33.5,37.0,39.8,42.0,66.3,37.0,7.0,0.0,65.2,44.0,32.7,40.0,8129.0,38.0,106.7,23.0,11.3,25.0,6.0,2015,31.0,12.9
Iowa,Y,608837.0,24.0,0.087,31.0,193.7,27.0,245.4,28.0,75.7,17.0,80.5,18.0,9.5,26.0,28.6,4.0,8.7,25.0,31.4,43.0,41.1,27.0,71.3,5.0,4.7,0.0,58.4,35.0,30.9,14.0,6252.0,45.0,89.0,8.0,8.8,9.0,4.4,2015,5.0,7.2
Kentucky,Y,1179314.0,39.0,-0.29600000000000004,50.0,228.8,43.0,298.1,22.0,77.0,21.0,79.4,45.0,12.5,21.0,27.5,48.0,24.0,46.0,39.1,49.0,43.2,24.0,72.3,34.0,6.8,0.0,83.2,39.0,31.6,44.0,9110.0,37.0,107.0,28.0,11.7,34.0,6.5,2015,23.0,11.4
Maryland,Y,1162313.0,15.0,0.295,21.0,188.0,30.0,250.1,7.0,81.2,11.0,82.5,27.0,10.1,42.0,33.2,26.0,13.4,31.0,32.8,16.0,37.0,14.0,74.4,30.0,6.5,0.0,55.4,25.0,29.6,22.0,6780.0,2.0,183.7,20.0,10.7,22.0,5.8,2015,9.0,9.0
Massachusetts,Y,1676400.0,2.0,0.602,20.0,185.6,4.0,205.6,1.0,84.0,1.0,89.3,21.0,9.7,49.0,36.5,28.0,13.7,8.0,29.4,10.0,36.5,12.0,75.4,1.0,4.2,0.0,44.5,3.0,23.3,2.0,5468.0,1.0,206.7,25.0,11.5,22.0,5.8,2015,1.0,3.5
Michigan,Y,2311459.0,35.0,-0.19,35.0,198.7,42.0,284.3,13.0,79.4,10.0,83.9,31.0,10.4,15.0,25.8,32.0,14.5,37.0,34.6,39.0,40.6,47.0,65.0,37.0,7.0,0.0,62.1,33.0,30.7,34.0,7618.0,21.0,124.1,46.0,13.9,46.0,7.3,2015,13.0,9.7
Minnesota,Y,1070731.0,7.0,0.371,11.0,179.5,1.0,186.5,22.0,77.0,31.0,75.8,6.0,8.1,9.0,24.6,5.0,9.4,3.0,27.0,2.0,33.6,33.0,70.5,11.0,5.0,0.0,58.2,15.0,27.6,1.0,5414.0,7.0,146.2,7.0,8.7,5.0,4.1,2015,4.0,7.0
Montana,Y,185716.0,23.0,0.117,13.0,180.1,18.0,227.6,39.0,73.8,44.0,70.9,9.0,8.8,23.0,28.1,26.0,13.4,7.0,29.3,7.0,35.7,41.0,67.1,21.0,5.8,0.0,87.8,9.0,26.4,35.0,7673.0,41.0,102.6,16.0,10.3,13.0,4.7,2015,40.0,15.3
Nevada,Y,596516.0,45.0,-0.409,22.0,188.1,38.0,274.8,35.0,74.0,50.0,64.8,20.0,9.6,23.0,28.1,47.0,22.4,17.0,30.6,27.0,38.6,37.0,67.7,15.0,5.1,0.0,70.0,16.0,27.7,31.0,7497.0,47.0,85.6,50.0,15.3,49.0,7.8,2015,48.0,17.9
New Hampshire,Y,189687.0,5.0,0.495,24.0,190.8,7.0,213.3,4.0,81.7,7.0,84.8,13.0,9.1,10.0,24.7,32.0,14.5,13.0,30.1,13.0,36.7,3.0,80.4,8.0,4.9,0.0,59.3,14.0,27.4,6.0,5809.0,11.0,137.5,12.0,9.7,7.0,4.3,2015,16.0,9.9
New Jersey,Y,1737333.0,11.0,0.345,17.0,183.6,29.0,245.9,9.0,81.0,12.0,81.8,21.0,9.7,40.0,32.4,23.0,13.1,20.0,31.1,34.0,39.2,40.0,67.2,3.0,4.4,0.0,45.4,10.0,26.9,7.0,5819.0,8.0,145.2,32.0,12.4,37.0,6.6,2015,26.0,12.1
New Mexico,Y,738231.0,40.0,-0.301,4.0,167.3,9.0,216.3,47.0,71.0,47.0,69.2,40.0,11.5,26.0,28.6,49.0,24.4,10.0,29.5,15.0,36.8,10.0,75.9,25.0,6.2,0.0,94.9,19.0,28.4,41.0,8190.0,26.0,119.9,42.0,13.2,34.0,6.5,2015,45.0,16.6
New York,Y,6620649.0,8.0,0.368,12.0,179.9,34.0,258.5,6.0,81.3,13.0,81.5,25.0,10.0,37.0,31.8,8.0,10.6,26.0,31.5,33.0,39.1,31.0,70.7,11.0,5.0,0.0,42.1,11.0,27.0,5.0,5714.0,5.0,170.1,32.0,12.4,30.0,6.3,2015,13.0,9.7
North Dakota,Y,89240.0,18.0,0.231,10.0,176.0,17.0,224.8,42.0,73.5,43.0,71.0,8.0,8.6,8.0,24.5,1.0,2.7,11.0,29.7,9.0,36.4,27.0,71.3,25.0,6.2,0.0,61.0,42.0,32.2,26.0,7098.0,25.0,122.4,1.0,5.4,1.0,2.8,2015,10.0,9.1
Ohio,Y,2932001.0,36.0,-0.226,41.0,207.6,40.0,276.1,18.0,78.2,19.0,80.2,42.0,11.7,12.0,25.3,43.0,18.9,33.0,33.5,19.0,37.5,36.0,68.1,45.0,7.4,0.0,65.5,43.0,32.6,38.0,7991.0,15.0,129.7,21.0,10.9,19.0,5.7,2015,13.0,9.7
Oregon,Y,1044686.0,17.0,0.266,27.0,192.1,5.0,212.0,33.0,74.4,25.0,77.0,11.0,9.0,36.0,31.6,18.0,12.5,27.0,31.8,16.0,37.0,46.0,65.3,15.0,5.1,0.0,64.9,17.0,27.9,16.0,6319.0,14.0,134.6,47.0,14.2,42.0,6.9,2015,27.0,12.2
Pennsylvania,Y,2769810.0,25.0,0.039,37.0,199.6,35.0,260.3,19.0,77.6,6.0,84.9,37.0,11.2,23.0,28.1,42.0,18.7,35.0,33.7,26.0,38.5,5.0,78.6,34.0,6.8,0.0,66.1,29.0,30.2,29.0,7204.0,13.0,135.1,27.0,11.6,22.0,5.8,2015,10.0,9.1
Rhode Island,Y,280350.0,12.0,0.335,28.0,192.4,20.0,229.9,3.0,81.9,4.0,86.3,17.0,9.4,34.0,31.0,44.0,19.6,36.0,33.8,30.0,38.7,11.0,75.6,30.0,6.5,0.0,60.9,11.0,27.0,15.0,6308.0,4.0,179.6,44.0,13.5,48.0,7.7,2015,12.0,9.5
Vermont,Y,191415.0,1.0,0.674,25.0,191.0,14.0,220.3,15.0,78.8,3.0,86.7,5.0,7.9,44.0,34.0,20.0,12.9,20.0,31.1,6.0,35.2,26.0,71.8,2.0,4.3,0.0,68.9,5.0,24.8,9.0,5958.0,3.0,181.3,8.0,8.8,5.0,4.1,2015,3.0,6.1
Washington,Y,1779640.0,9.0,0.35700000000000004,16.0,182.8,6.0,212.9,31.0,74.5,36.0,74.7,10.0,8.9,17.0,26.2,30.0,14.1,16.0,30.4,13.0,36.7,38.0,67.4,6.0,4.8,0.0,60.1,13.0,27.3,8.0,5835.0,16.0,128.2,35.0,12.5,29.0,6.2,2015,24.0,11.6
West Virginia,Y,548380.0,47.0,-0.442,48.0,221.6,45.0,299.6,16.0,78.7,24.0,77.2,50.0,14.1,7.0,24.0,50.0,32.4,50.0,41.0,48.0,42.9,50.0,63.4,45.0,7.4,0.0,98.9,49.0,35.7,49.0,10129.0,33.0,109.2,32.0,12.4,34.0,6.5,2015,22.0,11.3
Alabama,N,888024.0,43.0,-0.371,43.0,211.6,49.0,330.1,19.0,77.6,27.0,76.5,47.0,12.9,3.0,20.2,16.0,12.0,49.0,40.3,50.0,44.4,7.0,76.9,49.0,8.8,0.0,74.9,46.0,33.5,48.0,10095.0,40.0,103.5,37.0,12.6,40.0,6.8,2015,31.0,12.9
